hero1,hero2
IRON MAN/TONY STARK,MANTIS/? BRANDT
IRON MAN/TONY STARK,TRITON
IRON MAN/TONY STARK,ULTRON
ULTRON,CRYSTAL [INHUMAN]
ULTRON,KARNAK [INHUMAN]
ULTRON,"HARKNESS, AGATHA"
ULTRON,LOCKJAW [INHUMAN]
ULTRON,MAXIMUS [INHUMAN]
ULTRON,BLACK BOLT/BLACKANTO
ULTRON,GORGON [INHUMAN]
ULTRON,MANTIS/? BRANDT
ULTRON,TRITON
TRITON,CRYSTAL [INHUMAN]
TRITON,KARNAK [INHUMAN]
TRITON,"HARKNESS, AGATHA"
TRITON,LOCKJAW [INHUMAN]
TRITON,MAXIMUS [INHUMAN]
TRITON,BLACK BOLT/BLACKANTO
TRITON,GORGON [INHUMAN]
TRITON,MANTIS/? BRANDT
MANTIS/? BRANDT,CRYSTAL [INHUMAN]
MANTIS/? BRANDT,KARNAK [INHUMAN]
MANTIS/? BRANDT,"HARKNESS, AGATHA"
MANTIS/? BRANDT,LOCKJAW [INHUMAN]
MANTIS/? BRANDT,MAXIMUS [INHUMAN]
MANTIS/? BRANDT,BLACK BOLT/BLACKANTO
MANTIS/? BRANDT,GORGON [INHUMAN]
GORGON [INHUMAN],CRYSTAL [INHUMAN]
GORGON [INHUMAN],KARNAK [INHUMAN]
GORGON [INHUMAN],"HARKNESS, AGATHA"
GORGON [INHUMAN],LOCKJAW [INHUMAN]
GORGON [INHUMAN],MAXIMUS [INHUMAN]
GORGON [INHUMAN],BLACK BOLT/BLACKANTO
BLACK BOLT/BLACKANTO,CRYSTAL [INHUMAN]
BLACK BOLT/BLACKANTO,KARNAK [INHUMAN]
BLACK BOLT/BLACKANTO,"HARKNESS, AGATHA"
BLACK BOLT/BLACKANTO,LOCKJAW [INHUMAN]
BLACK BOLT/BLACKANTO,MAXIMUS [INHUMAN]
MAXIMUS [INHUMAN],CRYSTAL [INHUMAN]
MAXIMUS [INHUMAN],KARNAK [INHUMAN]
MAXIMUS [INHUMAN],"HARKNESS, AGATHA"
MAXIMUS [INHUMAN],LOCKJAW [INHUMAN]
LOCKJAW [INHUMAN],CRYSTAL [INHUMAN]
LOCKJAW [INHUMAN],KARNAK [INHUMAN]
LOCKJAW [INHUMAN],"HARKNESS, AGATHA"
"HARKNESS, AGATHA",CRYSTAL [INHUMAN]
"HARKNESS, AGATHA",KARNAK [INHUMAN]
KARNAK [INHUMAN],CRYSTAL [INHUMAN]
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,BLACK PANTHER/T'CHAL
THOR/DR. DONALD BLAK,"JARVIS, EDWIN"
THOR/DR. DONALD BLAK,SWORDSMAN/JACQUES DU
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA
THOR/DR. DONALD BLAK,SOLARR
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK
THOR/DR. DONALD BLAK,KLAW/ULYSSES KLAW
THOR/DR. DONALD BLAK,VISION
THOR/DR. DONALD BLAK,MANTIS/? BRANDT
MANTIS/? BRANDT,CAPTAIN AMERICA
MANTIS/? BRANDT,BLACK PANTHER/T'CHAL
MANTIS/? BRANDT,"JARVIS, EDWIN"
MANTIS/? BRANDT,SWORDSMAN/JACQUES DU
MANTIS/? BRANDT,SCARLET WITCH/WANDA
MANTIS/? BRANDT,SOLARR
MANTIS/? BRANDT,IRON MAN/TONY STARK
MANTIS/? BRANDT,KLAW/ULYSSES KLAW
MANTIS/? BRANDT,VISION
VISION,CAPTAIN AMERICA
VISION,BLACK PANTHER/T'CHAL
VISION,"JARVIS, EDWIN"
VISION,SWORDSMAN/JACQUES DU
VISION,SCARLET WITCH/WANDA
VISION,SOLARR
VISION,IRON MAN/TONY STARK
VISION,KLAW/ULYSSES KLAW
KLAW/ULYSSES KLAW,CAPTAIN AMERICA
KLAW/ULYSSES KLAW,BLACK PANTHER/T'CHAL
KLAW/ULYSSES KLAW,"JARVIS, EDWIN"
KLAW/ULYSSES KLAW,SWORDSMAN/JACQUES DU
KLAW/ULYSSES KLAW,SCARLET WITCH/WANDA
KLAW/ULYSSES KLAW,SOLARR
KLAW/ULYSSES KLAW,IRON MAN/TONY STARK
IRON MAN/TONY STARK,CAPTAIN AMERICA
IRON MAN/TONY STARK,BLACK PANTHER/T'CHAL
IRON MAN/TONY STARK,"JARVIS, EDWIN"
IRON MAN/TONY STARK,SWORDSMAN/JACQUES DU
IRON MAN/TONY STARK,SCARLET WITCH/WANDA
IRON MAN/TONY STARK,SOLARR
SOLARR,CAPTAIN AMERICA
SOLARR,BLACK PANTHER/T'CHAL
SOLARR,"JARVIS, EDWIN"
SOLARR,SWORDSMAN/JACQUES DU
SOLARR,SCARLET WITCH/WANDA
SCARLET WITCH/WANDA,CAPTAIN AMERICA
SCARLET WITCH/WANDA,BLACK PANTHER/T'CHAL
SCARLET WITCH/WANDA,"JARVIS, EDWIN"
SCARLET WITCH/WANDA,SWORDSMAN/JACQUES DU
SWORDSMAN/JACQUES DU,CAPTAIN AMERICA
SWORDSMAN/JACQUES DU,BLACK PANTHER/T'CHAL
SWORDSMAN/JACQUES DU,"JARVIS, EDWIN"
"JARVIS, EDWIN",CAPTAIN AMERICA
"JARVIS, EDWIN",BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
LIBRA/GUSTAV BRANDT,VISION
LIBRA/GUSTAV BRANDT,THANOS
LIBRA/GUSTAV BRANDT,IRON MAN/TONY STARK
LIBRA/GUSTAV BRANDT,BLACK PANTHER/T'CHAL
LIBRA/GUSTAV BRANDT,CAPTAIN AMERICA
LIBRA/GUSTAV BRANDT,SCARLET WITCH/WANDA
LIBRA/GUSTAV BRANDT,MANTIS/? BRANDT
LIBRA/GUSTAV BRANDT,SWORDSMAN/JACQUES DU
LIBRA/GUSTAV BRANDT,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,VISION
THOR/DR. DONALD BLAK,THANOS
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK
THOR/DR. DONALD BLAK,BLACK PANTHER/T'CHAL
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA
THOR/DR. DONALD BLAK,MANTIS/? BRANDT
THOR/DR. DONALD BLAK,SWORDSMAN/JACQUES DU
SWORDSMAN/JACQUES DU,VISION
SWORDSMAN/JACQUES DU,THANOS
SWORDSMAN/JACQUES DU,IRON MAN/TONY STARK
SWORDSMAN/JACQUES DU,BLACK PANTHER/T'CHAL
SWORDSMAN/JACQUES DU,CAPTAIN AMERICA
SWORDSMAN/JACQUES DU,SCARLET WITCH/WANDA
SWORDSMAN/JACQUES DU,MANTIS/? BRANDT
MANTIS/? BRANDT,VISION
MANTIS/? BRANDT,THANOS
MANTIS/? BRANDT,IRON MAN/TONY STARK
MANTIS/? BRANDT,BLACK PANTHER/T'CHAL
MANTIS/? BRANDT,CAPTAIN AMERICA
MANTIS/? BRANDT,SCARLET WITCH/WANDA
SCARLET WITCH/WANDA,VISION
SCARLET WITCH/WANDA,THANOS
SCARLET WITCH/WANDA,IRON MAN/TONY STARK
SCARLET WITCH/WANDA,BLACK PANTHER/T'CHAL
SCARLET WITCH/WANDA,CAPTAIN AMERICA
CAPTAIN AMERICA,VISION
CAPTAIN AMERICA,THANOS
CAPTAIN AMERICA,IRON MAN/TONY STARK
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,VISION
BLACK PANTHER/T'CHAL,THANOS
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK
IRON MAN/TONY STARK,VISION
IRON MAN/TONY STARK,THANOS
THANOS,VISION
LIBRA/GUSTAV BRANDT,SWORDSMAN/JACQUES DU
LIBRA/GUSTAV BRANDT,THOR/DR. DONALD BLAK
LIBRA/GUSTAV BRANDT,VISION
LIBRA/GUSTAV BRANDT,SCARLET WITCH/WANDA
LIBRA/GUSTAV BRANDT,TAURUS/CORNELIUS VAN
LIBRA/GUSTAV BRANDT,MANTIS/? BRANDT
LIBRA/GUSTAV BRANDT,IRON MAN/TONY STARK
LIBRA/GUSTAV BRANDT,BLACK PANTHER/T'CHAL
LIBRA/GUSTAV BRANDT,STAR-STALKER
LIBRA/GUSTAV BRANDT,SUPREME INTELLIGENCE
SUPREME INTELLIGENCE,SWORDSMAN/JACQUES DU
SUPREME INTELLIGENCE,THOR/DR. DONALD BLAK
SUPREME INTELLIGENCE,VISION
SUPREME INTELLIGENCE,SCARLET WITCH/WANDA
SUPREME INTELLIGENCE,TAURUS/CORNELIUS VAN
SUPREME INTELLIGENCE,MANTIS/? BRANDT
SUPREME INTELLIGENCE,IRON MAN/TONY STARK
SUPREME INTELLIGENCE,BLACK PANTHER/T'CHAL
SUPREME INTELLIGENCE,STAR-STALKER
STAR-STALKER,SWORDSMAN/JACQUES DU
STAR-STALKER,THOR/DR. DONALD BLAK
STAR-STALKER,VISION
STAR-STALKER,SCARLET WITCH/WANDA
STAR-STALKER,TAURUS/CORNELIUS VAN
STAR-STALKER,MANTIS/? BRANDT
STAR-STALKER,IRON MAN/TONY STARK
STAR-STALKER,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,SWORDSMAN/JACQUES DU
BLACK PANTHER/T'CHAL,THOR/DR. DONALD BLAK
BLACK PANTHER/T'CHAL,VISION
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA
BLACK PANTHER/T'CHAL,TAURUS/CORNELIUS VAN
BLACK PANTHER/T'CHAL,MANTIS/? BRANDT
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK
IRON MAN/TONY STARK,SWORDSMAN/JACQUES DU
IRON MAN/TONY STARK,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK,VISION
IRON MAN/TONY STARK,SCARLET WITCH/WANDA
IRON MAN/TONY STARK,TAURUS/CORNELIUS VAN
IRON MAN/TONY STARK,MANTIS/? BRANDT
MANTIS/? BRANDT,SWORDSMAN/JACQUES DU
MANTIS/? BRANDT,THOR/DR. DONALD BLAK
MANTIS/? BRANDT,VISION
MANTIS/? BRANDT,SCARLET WITCH/WANDA
MANTIS/? BRANDT,TAURUS/CORNELIUS VAN
TAURUS/CORNELIUS VAN,SWORDSMAN/JACQUES DU
TAURUS/CORNELIUS VAN,THOR/DR. DONALD BLAK
TAURUS/CORNELIUS VAN,VISION
TAURUS/CORNELIUS VAN,SCARLET WITCH/WANDA
SCARLET WITCH/WANDA,SWORDSMAN/JACQUES DU
SCARLET WITCH/WANDA,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA,VISION
VISION,SWORDSMAN/JACQUES DU
VISION,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,SWORDSMAN/JACQUES DU
SHANNA/SHANNA O'HARA,KRAVEN THE HUNTER/SE
SHANNA/SHANNA O'HARA,KA-ZAR/KEVIN PLUNDER
SHANNA/SHANNA O'HARA,ZABU
ZABU,KRAVEN THE HUNTER/SE
ZABU,KA-ZAR/KEVIN PLUNDER
KA-ZAR/KEVIN PLUNDER,KRAVEN THE HUNTER/SE
DR. STRANGE/STEPHEN,WONG
ODIN [ASGARDIAN],SURTUR
ODIN [ASGARDIAN],YMIR
YMIR,SURTUR
"JONES, GABE","SITWELL, JASPER"
"JONES, GABE",MADAME MASQUE/GIULIE
"JONES, GABE",IRON MAN/TONY STARK
"JONES, GABE","FURY, COL. NICHOLAS"
"JONES, GABE",WHIPLASH/MARK SCARLO
"JONES, GABE","DUGAN, TIMOTHY ALOYI"
"JONES, GABE",BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,"SITWELL, JASPER"
BLACK PANTHER/T'CHAL,MADAME MASQUE/GIULIE
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK
BLACK PANTHER/T'CHAL,"FURY, COL. NICHOLAS"
BLACK PANTHER/T'CHAL,WHIPLASH/MARK SCARLO
BLACK PANTHER/T'CHAL,"DUGAN, TIMOTHY ALOYI"
"DUGAN, TIMOTHY ALOYI","SITWELL, JASPER"
"DUGAN, TIMOTHY ALOYI",MADAME MASQUE/GIULIE
"DUGAN, TIMOTHY ALOYI",IRON MAN/TONY STARK
"DUGAN, TIMOTHY ALOYI","FURY, COL. NICHOLAS"
"DUGAN, TIMOTHY ALOYI",WHIPLASH/MARK SCARLO
WHIPLASH/MARK SCARLO,"SITWELL, JASPER"
WHIPLASH/MARK SCARLO,MADAME MASQUE/GIULIE
WHIPLASH/MARK SCARLO,IRON MAN/TONY STARK
WHIPLASH/MARK SCARLO,"FURY, COL. NICHOLAS"
"FURY, COL. NICHOLAS","SITWELL, JASPER"
"FURY, COL. NICHOLAS",MADAME MASQUE/GIULIE
"FURY, COL. NICHOLAS",IRON MAN/TONY STARK
IRON MAN/TONY STARK,"SITWELL, JASPER"
IRON MAN/TONY STARK,MADAME MASQUE/GIULIE
MADAME MASQUE/GIULIE,"SITWELL, JASPER"
WOLVERINE/LOGAN,"HUDSON, HEATHER"
WOLVERINE/LOGAN,THING/BENJAMIN J. GR
WOLVERINE/LOGAN,GUARDIAN/JAMES MACDO
WOLVERINE/LOGAN,BINARY/CAROL DANVERS
WOLVERINE/LOGAN,DARK WIND/KENJI OYAM
WOLVERINE/LOGAN,BLACK WIDOW/NATASHA
WOLVERINE/LOGAN,"MACLAIN, DR. MYRON"
WOLVERINE/LOGAN,"FURY, COL. NICHOLAS"
WOLVERINE/LOGAN,SABRETOOTH/VICTOR CR
SABRETOOTH/VICTOR CR,"HUDSON, HEATHER"
SABRETOOTH/VICTOR CR,THING/BENJAMIN J. GR
SABRETOOTH/VICTOR CR,GUARDIAN/JAMES MACDO
SABRETOOTH/VICTOR CR,BINARY/CAROL DANVERS
SABRETOOTH/VICTOR CR,DARK WIND/KENJI OYAM
SABRETOOTH/VICTOR CR,BLACK WIDOW/NATASHA
SABRETOOTH/VICTOR CR,"MACLAIN, DR. MYRON"
SABRETOOTH/VICTOR CR,"FURY, COL. NICHOLAS"
"FURY, COL. NICHOLAS","HUDSON, HEATHER"
"FURY, COL. NICHOLAS",THING/BENJAMIN J. GR
"FURY, COL. NICHOLAS",GUARDIAN/JAMES MACDO
"FURY, COL. NICHOLAS",BINARY/CAROL DANVERS
"FURY, COL. NICHOLAS",DARK WIND/KENJI OYAM
"FURY, COL. NICHOLAS",BLACK WIDOW/NATASHA
"FURY, COL. NICHOLAS","MACLAIN, DR. MYRON"
"MACLAIN, DR. MYRON","HUDSON, HEATHER"
"MACLAIN, DR. MYRON",THING/BENJAMIN J. GR
"MACLAIN, DR. MYRON",GUARDIAN/JAMES MACDO
"MACLAIN, DR. MYRON",BINARY/CAROL DANVERS
"MACLAIN, DR. MYRON",DARK WIND/KENJI OYAM
"MACLAIN, DR. MYRON",BLACK WIDOW/NATASHA
BLACK WIDOW/NATASHA,"HUDSON, HEATHER"
BLACK WIDOW/NATASHA,THING/BENJAMIN J. GR
BLACK WIDOW/NATASHA,GUARDIAN/JAMES MACDO
BLACK WIDOW/NATASHA,BINARY/CAROL DANVERS
BLACK WIDOW/NATASHA,DARK WIND/KENJI OYAM
DARK WIND/KENJI OYAM,"HUDSON, HEATHER"
DARK WIND/KENJI OYAM,THING/BENJAMIN J. GR
DARK WIND/KENJI OYAM,GUARDIAN/JAMES MACDO
DARK WIND/KENJI OYAM,BINARY/CAROL DANVERS
BINARY/CAROL DANVERS,"HUDSON, HEATHER"
BINARY/CAROL DANVERS,THING/BENJAMIN J. GR
BINARY/CAROL DANVERS,GUARDIAN/JAMES MACDO
GUARDIAN/JAMES MACDO,"HUDSON, HEATHER"
GUARDIAN/JAMES MACDO,THING/BENJAMIN J. GR
THING/BENJAMIN J. GR,"HUDSON, HEATHER"
GHOST RIDER III/DAN,WOLVERINE/LOGAN
GHOST RIDER III/DAN,"D'AURIA, JACK"
"D'AURIA, JACK",WOLVERINE/LOGAN
HULK III/BRUCE BANNE,SHE-HULK/JENNIFER WA
HULK III/BRUCE BANNE,MR. FANTASTIC/REED R
HULK III/BRUCE BANNE,DR. DOOM/VICTOR VON
HULK III/BRUCE BANNE,IRON MAN/TONY STARK
IRON MAN/TONY STARK,SHE-HULK/JENNIFER WA
IRON MAN/TONY STARK,MR. FANTASTIC/REED R
IRON MAN/TONY STARK,DR. DOOM/VICTOR VON
DR. DOOM/VICTOR VON,SHE-HULK/JENNIFER WA
DR. DOOM/VICTOR VON,MR. FANTASTIC/REED R
MR. FANTASTIC/REED R,SHE-HULK/JENNIFER WA
GHOST RIDER II/JOHNN,WATER WIZARD/PETE
GHOST RIDER II/JOHNN,ARABIAN KNIGHT/ABDUL
ARABIAN KNIGHT/ABDUL,WATER WIZARD/PETE
GHOST RIDER II/JOHNN,WATER WIZARD/PETE
GHOST RIDER II/JOHNN,"FARGO, FLAGG"
GHOST RIDER II/JOHNN,ARABIAN KNIGHT/ABDUL
ARABIAN KNIGHT/ABDUL,WATER WIZARD/PETE
ARABIAN KNIGHT/ABDUL,"FARGO, FLAGG"
"FARGO, FLAGG",WATER WIZARD/PETE
SUB-MARINER/NAMOR MA,SUNFIRE/SHIRO YOSHID
SUB-MARINER/NAMOR MA,NAMORITA/NITA PRENTI
SUB-MARINER/NAMOR MA,"PRENTISS, BETTY DEAN"
"PRENTISS, BETTY DEAN",SUNFIRE/SHIRO YOSHID
"PRENTISS, BETTY DEAN",NAMORITA/NITA PRENTI
NAMORITA/NITA PRENTI,SUNFIRE/SHIRO YOSHID
ANCIENT ONE,CELESTE
ANCIENT ONE,WONG
ANCIENT ONE,GALTUS
ANCIENT ONE,ELECTRA
ANCIENT ONE,RAKESH
ANCIENT ONE,DR. STRANGE/STEPHEN
DR. STRANGE/STEPHEN,CELESTE
DR. STRANGE/STEPHEN,WONG
DR. STRANGE/STEPHEN,GALTUS
DR. STRANGE/STEPHEN,ELECTRA
DR. STRANGE/STEPHEN,RAKESH
RAKESH,CELESTE
RAKESH,WONG
RAKESH,GALTUS
RAKESH,ELECTRA
ELECTRA,CELESTE
ELECTRA,WONG
ELECTRA,GALTUS
GALTUS,CELESTE
GALTUS,WONG
WONG,CELESTE
CLOAK/TYRONE JOHNSON,"DEWOLFF, JEAN"
CLOAK/TYRONE JOHNSON,DAGGER/TANDY BOWEN
CLOAK/TYRONE JOHNSON,SILVERMANE/SILVIO MA
CLOAK/TYRONE JOHNSON,KINGPIN/WILSON FISK
CLOAK/TYRONE JOHNSON,"HOPKINS, STEVE"
CLOAK/TYRONE JOHNSON,"LUBENSKI, NATE"
CLOAK/TYRONE JOHNSON,"CHANG, DR. PHILLIP"
CLOAK/TYRONE JOHNSON,"KANE, MARCY/KAINA"
CLOAK/TYRONE JOHNSON,"WHITMAN, DEBRA"
"WHITMAN, DEBRA","DEWOLFF, JEAN"
"WHITMAN, DEBRA",DAGGER/TANDY BOWEN
"WHITMAN, DEBRA",SILVERMANE/SILVIO MA
"WHITMAN, DEBRA",KINGPIN/WILSON FISK
"WHITMAN, DEBRA","HOPKINS, STEVE"
"WHITMAN, DEBRA","LUBENSKI, NATE"
"WHITMAN, DEBRA","CHANG, DR. PHILLIP"
"WHITMAN, DEBRA","KANE, MARCY/KAINA"
"KANE, MARCY/KAINA","DEWOLFF, JEAN"
"KANE, MARCY/KAINA",DAGGER/TANDY BOWEN
"KANE, MARCY/KAINA",SILVERMANE/SILVIO MA
"KANE, MARCY/KAINA",KINGPIN/WILSON FISK
"KANE, MARCY/KAINA","HOPKINS, STEVE"
"KANE, MARCY/KAINA","LUBENSKI, NATE"
"KANE, MARCY/KAINA","CHANG, DR. PHILLIP"
"CHANG, DR. PHILLIP","DEWOLFF, JEAN"
"CHANG, DR. PHILLIP",DAGGER/TANDY BOWEN
"CHANG, DR. PHILLIP",SILVERMANE/SILVIO MA
"CHANG, DR. PHILLIP",KINGPIN/WILSON FISK
"CHANG, DR. PHILLIP","HOPKINS, STEVE"
"CHANG, DR. PHILLIP","LUBENSKI, NATE"
"LUBENSKI, NATE","DEWOLFF, JEAN"
"LUBENSKI, NATE",DAGGER/TANDY BOWEN
"LUBENSKI, NATE",SILVERMANE/SILVIO MA
"LUBENSKI, NATE",KINGPIN/WILSON FISK
"LUBENSKI, NATE","HOPKINS, STEVE"
"HOPKINS, STEVE","DEWOLFF, JEAN"
"HOPKINS, STEVE",DAGGER/TANDY BOWEN
"HOPKINS, STEVE",SILVERMANE/SILVIO MA
"HOPKINS, STEVE",KINGPIN/WILSON FISK
KINGPIN/WILSON FISK,"DEWOLFF, JEAN"
KINGPIN/WILSON FISK,DAGGER/TANDY BOWEN
KINGPIN/WILSON FISK,SILVERMANE/SILVIO MA
SILVERMANE/SILVIO MA,"DEWOLFF, JEAN"
SILVERMANE/SILVIO MA,DAGGER/TANDY BOWEN
DAGGER/TANDY BOWEN,"DEWOLFF, JEAN"
MOON KNIGHT/MARC SPE,MIDNIGHT III/JEFFREY
WONG,"WOLFE, SARA"
WONG,DR. STRANGE/STEPHEN
WONG,TOPAZ
WONG,"BLESSING, MORGANA"
"BLESSING, MORGANA","WOLFE, SARA"
"BLESSING, MORGANA",DR. STRANGE/STEPHEN
"BLESSING, MORGANA",TOPAZ
TOPAZ,"WOLFE, SARA"
TOPAZ,DR. STRANGE/STEPHEN
DR. STRANGE/STEPHEN,"WOLFE, SARA"
TOPAZ,CLOAK/TYRONE JOHNSON
TOPAZ,"WOLFE, SARA"
TOPAZ,DR. STRANGE/STEPHEN
TOPAZ,ECSTACY/MME. RENE DE
ECSTACY/MME. RENE DE,CLOAK/TYRONE JOHNSON
ECSTACY/MME. RENE DE,"WOLFE, SARA"
ECSTACY/MME. RENE DE,DR. STRANGE/STEPHEN
DR. STRANGE/STEPHEN,CLOAK/TYRONE JOHNSON
DR. STRANGE/STEPHEN,"WOLFE, SARA"
"WOLFE, SARA",CLOAK/TYRONE JOHNSON
"WOLFE, SARA",CLEA
"WOLFE, SARA","BLESSING, MORGANA"
"WOLFE, SARA",UMAR
"WOLFE, SARA",DR. STRANGE/STEPHEN
"WOLFE, SARA",WONG
WONG,CLEA
WONG,"BLESSING, MORGANA"
WONG,UMAR
WONG,DR. STRANGE/STEPHEN
DR. STRANGE/STEPHEN,CLEA
DR. STRANGE/STEPHEN,"BLESSING, MORGANA"
DR. STRANGE/STEPHEN,UMAR
UMAR,CLEA
UMAR,"BLESSING, MORGANA"
"BLESSING, MORGANA",CLEA
"WOLFE, SARA",DR. STRANGE/STEPHEN
CLEA,UMAR
CLEA,DR. STRANGE/STEPHEN
DR. STRANGE/STEPHEN,UMAR
DR. STRANGE/STEPHEN,CLEA
DR. STRANGE/STEPHEN,UMAR
DR. STRANGE/STEPHEN,WONG
DR. STRANGE/STEPHEN,"WOLFE, SARA"
"WOLFE, SARA",CLEA
"WOLFE, SARA",UMAR
"WOLFE, SARA",WONG
WONG,CLEA
WONG,UMAR
UMAR,CLEA
WONG,TOPAZ
WONG,"WOLFE, SARA"
WONG,ANCIENT ONE
WONG,DR. STRANGE/STEPHEN
DR. STRANGE/STEPHEN,TOPAZ
DR. STRANGE/STEPHEN,"WOLFE, SARA"
DR. STRANGE/STEPHEN,ANCIENT ONE
ANCIENT ONE,TOPAZ
ANCIENT ONE,"WOLFE, SARA"
"WOLFE, SARA",TOPAZ
BEYONDER,DR. STRANGE/STEPHEN
BEYONDER,UMAR
BEYONDER,"WOLFE, SARA"
BEYONDER,CLEA
BEYONDER,WONG
WONG,DR. STRANGE/STEPHEN
WONG,UMAR
WONG,"WOLFE, SARA"
WONG,CLEA
CLEA,DR. STRANGE/STEPHEN
CLEA,UMAR
CLEA,"WOLFE, SARA"
"WOLFE, SARA",DR. STRANGE/STEPHEN
"WOLFE, SARA",UMAR
UMAR,DR. STRANGE/STEPHEN
"GREEN, ARNIE",DR. STRANGE/STEPHEN
"GREEN, ARNIE",TOPAZ
"GREEN, ARNIE",KHAT
"GREEN, ARNIE",WONG
"GREEN, ARNIE","WOLFE, SARA"
"WOLFE, SARA",DR. STRANGE/STEPHEN
"WOLFE, SARA",TOPAZ
"WOLFE, SARA",KHAT
"WOLFE, SARA",WONG
WONG,DR. STRANGE/STEPHEN
WONG,TOPAZ
WONG,KHAT
KHAT,DR. STRANGE/STEPHEN
KHAT,TOPAZ
TOPAZ,DR. STRANGE/STEPHEN
"WOLFE, SARA",DR. STRANGE/STEPHEN
"WOLFE, SARA",WONG
"WOLFE, SARA",TOPAZ
TOPAZ,DR. STRANGE/STEPHEN
TOPAZ,WONG
WONG,DR. STRANGE/STEPHEN
JUNIPER,MINDSINGER/GREGOR
JUNIPER,SEA WITCH/BRIGIT O'H
JUNIPER,GENII/JASON KIMBALL
JUNIPER,HARVEST/CHI LO
JUNIPER,CADUCEUS
JUNIPER,CALCULUS/JAHAHAREL P
JUNIPER,MOONSTALKER/KIANA
JUNIPER,VARUA/MIRA
JUNIPER,HIGHNOTE/RAOUL HERNA
JUNIPER,BRIGHTSWORD/CARTER D
JUNIPER,DAYDREAMER/CATHERINE
JUNIPER,SPLICE/CHANDRA KU
JUNIPER,KATOS
KATOS,MINDSINGER/GREGOR
KATOS,SEA WITCH/BRIGIT O'H
KATOS,GENII/JASON KIMBALL
KATOS,HARVEST/CHI LO
KATOS,CADUCEUS
KATOS,CALCULUS/JAHAHAREL P
KATOS,MOONSTALKER/KIANA
KATOS,VARUA/MIRA
KATOS,HIGHNOTE/RAOUL HERNA
KATOS,BRIGHTSWORD/CARTER D
KATOS,DAYDREAMER/CATHERINE
KATOS,SPLICE/CHANDRA KU
SPLICE/CHANDRA KU,MINDSINGER/GREGOR
SPLICE/CHANDRA KU,SEA WITCH/BRIGIT O'H
SPLICE/CHANDRA KU,GENII/JASON KIMBALL
SPLICE/CHANDRA KU,HARVEST/CHI LO
SPLICE/CHANDRA KU,CADUCEUS
SPLICE/CHANDRA KU,CALCULUS/JAHAHAREL P
SPLICE/CHANDRA KU,MOONSTALKER/KIANA
SPLICE/CHANDRA KU,VARUA/MIRA
SPLICE/CHANDRA KU,HIGHNOTE/RAOUL HERNA
SPLICE/CHANDRA KU,BRIGHTSWORD/CARTER D
SPLICE/CHANDRA KU,DAYDREAMER/CATHERINE
DAYDREAMER/CATHERINE,MINDSINGER/GREGOR
DAYDREAMER/CATHERINE,SEA WITCH/BRIGIT O'H
DAYDREAMER/CATHERINE,GENII/JASON KIMBALL
DAYDREAMER/CATHERINE,HARVEST/CHI LO
DAYDREAMER/CATHERINE,CADUCEUS
DAYDREAMER/CATHERINE,CALCULUS/JAHAHAREL P
DAYDREAMER/CATHERINE,MOONSTALKER/KIANA
DAYDREAMER/CATHERINE,VARUA/MIRA
DAYDREAMER/CATHERINE,HIGHNOTE/RAOUL HERNA
DAYDREAMER/CATHERINE,BRIGHTSWORD/CARTER D
BRIGHTSWORD/CARTER D,MINDSINGER/GREGOR
BRIGHTSWORD/CARTER D,SEA WITCH/BRIGIT O'H
BRIGHTSWORD/CARTER D,GENII/JASON KIMBALL
BRIGHTSWORD/CARTER D,HARVEST/CHI LO
BRIGHTSWORD/CARTER D,CADUCEUS
BRIGHTSWORD/CARTER D,CALCULUS/JAHAHAREL P
BRIGHTSWORD/CARTER D,MOONSTALKER/KIANA
BRIGHTSWORD/CARTER D,VARUA/MIRA
BRIGHTSWORD/CARTER D,HIGHNOTE/RAOUL HERNA
HIGHNOTE/RAOUL HERNA,MINDSINGER/GREGOR
HIGHNOTE/RAOUL HERNA,SEA WITCH/BRIGIT O'H
HIGHNOTE/RAOUL HERNA,GENII/JASON KIMBALL
HIGHNOTE/RAOUL HERNA,HARVEST/CHI LO
HIGHNOTE/RAOUL HERNA,CADUCEUS
HIGHNOTE/RAOUL HERNA,CALCULUS/JAHAHAREL P
HIGHNOTE/RAOUL HERNA,MOONSTALKER/KIANA
